,id,isResult,h,a,goals,xG,datetime,forecast
14,14102,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '0', 'a': '2'}","{'h': '0.904183', 'a': '2.25211'}",2020-09-20 15:30:00,"{'w': '0.0572', 'd': '0.195', 'l': '0.7478'}"
15,14103,True,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'h': '4', 'a': '2'}","{'h': '0.987365', 'a': '1.52404'}",2020-09-20 18:00:00,"{'w': '0.2291', 'd': '0.2639', 'l': '0.507'}"
16,14104,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}","{'h': '1', 'a': '0'}","{'h': '0.80527', 'a': '0.849709'}",2020-09-21 17:00:00,"{'w': '0.2616', 'd': '0.3753', 'l': '0.3631'}"
17,14105,True,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '1', 'a': '3'}","{'h': '0.727677', 'a': '2.07651'}",2020-09-21 19:15:00,"{'w': '0.0838', 'd': '0.1706', 'l': '0.7456'}"
18,14106,True,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '2', 'a': '3'}","{'h': '2.97659', 'a': '1.57583'}",2020-09-26 11:30:00,"{'w': '0.7204', 'd': '0.1779', 'l': '0.1017'}"
19,14107,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '1', 'a': '2'}","{'h': '0.443115', 'a': '2.27189'}",2020-09-26 14:00:00,"{'w': '0.0286', 'd': '0.1089', 'l': '0.8625'}"
20,14108,True,"{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '3', 'a': '3'}","{'h': '0.911185', 'a': '2.36046'}",2020-09-26 16:30:00,"{'w': '0.0777', 'd': '0.1726', 'l': '0.7497'}"
21,14109,True,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '0', 'a': '1'}","{'h': '0.347136', 'a': '0.706632'}",2020-09-26 19:00:00,"{'w': '0.1508', 'd': '0.4188', 'l': '0.4304'}"
22,14110,True,"{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}","{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'h': '0', 'a': '1'}","{'h': '1.53278', 'a': '1.46641'}",2020-09-27 11:00:00,"{'w': '0.3921', 'd': '0.2709', 'l': '0.337'}"
23,14111,True,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '1', 'a': '1'}","{'h': '3.18765', 'a': '0.942726'}",2020-09-27 13:00:00,"{'w': '0.886', 'd': '0.0894', 'l': '0.0246'}"
24,14112,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '2', 'a': '5'}","{'h': '1.44633', 'a': '2.86721'}",2020-09-27 15:30:00,"{'w': '0.0894', 'd': '0.1492', 'l': '0.7614'}"
25,14113,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'h': '4', 'a': '0'}","{'h': '3.05703', 'a': '0.385152'}",2020-09-27 18:00:00,"{'w': '0.9395', 'd': '0.0484', 'l': '0.0121'}"
26,14114,True,"{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '0', 'a': '3'}","{'h': '0.534675', 'a': '2.03222'}",2020-09-28 17:00:00,"{'w': '0.0665', 'd': '0.1687', 'l': '0.7648'}"
27,14115,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '3', 'a': '1'}","{'h': '2.73834', 'a': '1.17817'}",2020-09-28 19:15:00,"{'w': '0.7546', 'd': '0.1695', 'l': '0.0759'}"
28,14467,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '4', 'a': '0'}","{'h': '2.51433', 'a': '0.103249'}",2020-10-03 11:30:00,"{'w': '0.9641', 'd': '0.034', 'l': '0.0019'}"
29,14468,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'h': '4', 'a': '2'}","{'h': '2.34034', 'a': '1.16568'}",2020-10-03 14:00:00,"{'w': '0.6864', 'd': '0.2051', 'l': '0.1085'}"
30,14469,True,"{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '1', 'a': '1'}","{'h': '2.56662', 'a': '1.41533'}",2020-10-03 16:30:00,"{'w': '0.6582', 'd': '0.1825', 'l': '0.1593'}"
31,14472,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'h': '3', 'a': '1'}","{'h': '1.95629', 'a': '0.438849'}",2020-10-03 19:00:00,"{'w': '0.8267', 'd': '0.1338', 'l': '0.0395'}"
32,14470,True,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '0', 'a': '3'}","{'h': '0.456022', 'a': '2.03227'}",2020-10-04 11:00:00,"{'w': '0.0488', 'd': '0.163', 'l': '0.7882'}"
33,14473,True,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'h': '2', 'a': '0'}","{'h': '0.949079', 'a': '0.161283'}",2020-10-04 11:00:00,"{'w': '0.5842', 'd': '0.3636', 'l': '0.0522'}"
34,14465,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}","{'h': '2', 'a': '1'}","{'h': '0.667131', 'a': '0.144994'}",2020-10-04 13:00:00,"{'w': '0.481', 'd': '0.4495', 'l': '0.0695'}"
35,14474,True,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'h': '1', 'a': '0'}","{'h': '0.89359', 'a': '0.969393'}",2020-10-04 13:00:00,"{'w': '0.2918', 'd': '0.3533', 'l': '0.3549'}"
36,14471,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '1', 'a': '6'}","{'h': '0.873435', 'a': '3.3017'}",2020-10-04 15:30:00,"{'w': '0.0166', 'd': '0.0804', 'l': '0.903'}"
37,14466,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '7', 'a': '2'}","{'h': '3.07626', 'a': '1.65705'}",2020-10-04 18:15:00,"{'w': '0.6988', 'd': '0.1605', 'l': '0.1407'}"
38,14477,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '2', 'a': '2'}","{'h': '1.35998', 'a': '2.49492'}",2020-10-17 11:30:00,"{'w': '0.1599', 'd': '0.1957', 'l': '0.6444'}"
39,14475,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '3', 'a': '3'}","{'h': '1.98708', 'a': '1.42348'}",2020-10-17 14:00:00,"{'w': '0.5201', 'd': '0.2782', 'l': '0.2017'}"
40,14480,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '1', 'a': '0'}","{'h': '1.43023', 'a': '0.838322'}",2020-10-17 16:30:00,"{'w': '0.5302', 'd': '0.2829', 'l': '0.1869'}"
41,14481,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '1', 'a': '4'}","{'h': '0.867496', 'a': '2.21729'}",2020-10-17 19:00:00,"{'w': '0.0765', 'd': '0.1952', 'l': '0.7283'}"
42,14482,True,"{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}","{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'h': '1', 'a': '1'}","{'h': '1.66363', 'a': '1.35611'}",2020-10-18 11:00:00,"{'w': '0.4387', 'd': '0.3183', 'l': '0.243'}"
43,14476,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'h': '1', 'a': '1'}","{'h': '0.761169', 'a': '1.0935'}",2020-10-18 13:00:00,"{'w': '0.2443', 'd': '0.3704', 'l': '0.3853'}"
44,14483,True,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '3', 'a': '3'}","{'h': '1.77602', 'a': '1.49992'}",2020-10-18 15:30:00,"{'w': '0.4284', 'd': '0.2958', 'l': '0.2758'}"
45,14479,True,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '0', 'a': '1'}","{'h': '0.671595', 'a': '0.873776'}",2020-10-18 18:15:00,"{'w': '0.2525', 'd': '0.3567', 'l': '0.3908'}"
46,14484,True,"{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'h': '0', 'a': '0'}","{'h': '0.731692', 'a': '1.08532'}",2020-10-19 16:30:00,"{'w': '0.2211', 'd': '0.3288', 'l': '0.4501'}"
47,14478,True,"{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'h': '0', 'a': '1'}","{'h': '1.08332', 'a': '0.618191'}",2020-10-19 19:00:00,"{'w': '0.4733', 'd': '0.3334', 'l': '0.1933'}"
48,14486,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'h': '0', 'a': '3'}","{'h': '1.50125', 'a': '2.37695'}",2020-10-23 19:00:00,"{'w': '0.2041', 'd': '0.2113', 'l': '0.5846'}"
49,14493,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '1', 'a': '1'}","{'h': '0.263739', 'a': '0.892456'}",2020-10-24 11:30:00,"{'w': '0.0966', 'd': '0.3869', 'l': '0.5165'}"
50,14489,True,"{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '1', 'a': '2'}","{'h': '1.05258', 'a': '2.81049'}",2020-10-24 14:00:00,"{'w': '0.0666', 'd': '0.1314', 'l': '0.802'}"
51,14491,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '0', 'a': '0'}","{'h': '0.648427', 'a': '0.219906'}",2020-10-24 16:30:00,"{'w': '0.4197', 'd': '0.4747', 'l': '0.1056'}"
52,14490,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}","{'h': '2', 'a': '1'}","{'h': '2.40286', 'a': '1.39788'}",2020-10-24 19:00:00,"{'w': '0.6498', 'd': '0.2161', 'l': '0.1341'}"
53,14492,True,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '2', 'a': '0'}","{'h': '0.74151', 'a': '0.287054'}",2020-10-25 14:00:00,"{'w': '0.4409', 'd': '0.4299', 'l': '0.1292'}"
54,14494,True,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '1', 'a': '1'}","{'h': '0.758626', 'a': '0.253685'}",2020-10-25 16:30:00,"{'w': '0.4507', 'd': '0.4333', 'l': '0.116'}"
55,14485,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '0', 'a': '1'}","{'h': '0.73944', 'a': '0.736172'}",2020-10-25 19:15:00,"{'w': '0.2978', 'd': '0.379', 'l': '0.3232'}"
56,14487,True,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'h': '1', 'a': '1'}","{'h': '0.546807', 'a': '0.295654'}",2020-10-26 17:30:00,"{'w': '0.366', 'd': '0.4803', 'l': '0.1537'}"
57,14488,True,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '0', 'a': '1'}","{'h': '0.95045', 'a': '0.797344'}",2020-10-26 20:00:00,"{'w': '0.3729', 'd': '0.3409', 'l': '0.2862'}"
58,14504,True,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '2', 'a': '0'}","{'h': '1.34895', 'a': '0.802767'}",2020-10-30 20:00:00,"{'w': '0.509', 'd': '0.293', 'l': '0.198'}"
59,14502,True,"{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '0', 'a': '1'}","{'h': '0.687544', 'a': '1.89643'}",2020-10-31 12:30:00,"{'w': '0.0699', 'd': '0.2127', 'l': '0.7174'}"
60,14496,True,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '0', 'a': '3'}","{'h': '0.407341', 'a': '1.23077'}",2020-10-31 15:00:00,"{'w': '0.1035', 'd': '0.2914', 'l': '0.6051'}"
61,14499,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '2', 'a': '1'}","{'h': '1.56302', 'a': '0.269048'}",2020-10-31 17:30:00,"{'w': '0.7962', 'd': '0.171', 'l': '0.0328'}"
62,14495,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '3', 'a': '4'}","{'h': '2.44855', 'a': '1.00333'}",2020-11-01 12:00:00,"{'w': '0.7378', 'd': '0.172', 'l': '0.0902'}"
63,14501,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '2', 'a': '1'}","{'h': '2.6311', 'a': '1.21805'}",2020-11-01 14:00:00,"{'w': '0.7653', 'd': '0.1563', 'l': '0.0784'}"
64,14500,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '1'}","{'h': '0.394113', 'a': '0.998072'}",2020-11-01 16:30:00,"{'w': '0.1004', 'd': '0.3182', 'l': '0.5814'}"
65,14503,True,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'h': '2', 'a': '1'}","{'h': '1.97236', 'a': '0.324457'}",2020-11-01 19:15:00,"{'w': '0.8592', 'd': '0.1151', 'l': '0.0257'}"
66,14497,True,"{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'h': '2', 'a': '0'}","{'h': '1.62247', 'a': '0.482685'}",2020-11-02 17:30:00,"{'w': '0.7108', 'd': '0.2057', 'l': '0.0835'}"
67,14498,True,"{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '1', 'a': '4'}","{'h': '1.74822', 'a': '3.07657'}",2020-11-02 20:00:00,"{'w': '0.1116', 'd': '0.1818', 'l': '0.7066'}"
68,14506,True,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'h': '0', 'a': '0'}","{'h': '1.59022', 'a': '0.326933'}",2020-11-06 17:30:00,"{'w': '0.7227', 'd': '0.2148', 'l': '0.0625'}"
69,14512,True,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '2', 'a': '0'}","{'h': '0.985828', 'a': '0.175633'}",2020-11-06 20:00:00,"{'w': '0.5809', 'd': '0.3577', 'l': '0.0614'}"
70,14509,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '1', 'a': '3'}","{'h': '0.376464', 'a': '1.59642'}",2020-11-07 12:30:00,"{'w': '0.069', 'd': '0.2068', 'l': '0.7242'}"
71,14508,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'h': '4', 'a': '1'}","{'h': '1.30169', 'a': '0.847913'}",2020-11-07 15:00:00,"{'w': '0.4854', 'd': '0.292', 'l': '0.2226'}"
72,14507,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}","{'h': '4', 'a': '1'}","{'h': '2.87622', 'a': '0.743967'}",2020-11-07 17:30:00,"{'w': '0.8726', 'd': '0.0989', 'l': '0.0285'}"
73,14514,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'h': '1', 'a': '0'}","{'h': '1.42614', 'a': '1.84922'}",2020-11-07 20:00:00,"{'w': '0.2509', 'd': '0.2638', 'l': '0.4853'}"
74,14513,True,"{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '0', 'a': '1'}","{'h': '0.799352', 'a': '1.87063'}",2020-11-08 12:00:00,"{'w': '0.1207', 'd': '0.2169', 'l': '0.6624'}"
75,14510,True,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'h': '1', 'a': '0'}","{'h': '2.0545', 'a': '0.57936'}",2020-11-08 14:00:00,"{'w': '0.8134', 'd': '0.144', 'l': '0.0426'}"
76,14511,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '1', 'a': '1'}","{'h': '1.58487', 'a': '1.18789'}",2020-11-08 16:30:00,"{'w': '0.4692', 'd': '0.3291', 'l': '0.2017'}"
77,14505,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '0', 'a': '3'}","{'h': '1.39037', 'a': '1.98553'}",2020-11-08 19:15:00,"{'w': '0.2332', 'd': '0.2465', 'l': '0.5203'}"
78,14521,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '0', 'a': '2'}","{'h': '0.368286', 'a': '1.81923'}",2020-11-21 12:30:00,"{'w': '0.0513', 'd': '0.1759', 'l': '0.7728'}"
79,14515,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'h': '1', 'a': '2'}","{'h': '1.76514', 'a': '1.50038'}",2020-11-21 15:00:00,"{'w': '0.4473', 'd': '0.2738', 'l': '0.2789'}"
80,14523,True,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '2', 'a': '0'}","{'h': '0.761142', 'a': '1.66325'}",2020-11-21 17:30:00,"{'w': '0.1445', 'd': '0.2444', 'l': '0.6111'}"
81,14520,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'h': '1', 'a': '0'}","{'h': '2.42994', 'a': '0.438646'}",2020-11-21 20:00:00,"{'w': '0.8842', 'd': '0.0918', 'l': '0.024'}"
82,14517,True,"{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '2', 'a': '3'}","{'h': '1.87028', 'a': '2.2508'}",2020-11-22 12:00:00,"{'w': '0.2729', 'd': '0.2637', 'l': '0.4634'}"
83,14522,True,"{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '0', 'a': '1'}","{'h': '0.692374', 'a': '2.1142'}",2020-11-22 14:00:00,"{'w': '0.0757', 'd': '0.1728', 'l': '0.7515'}"
84,14518,True,"{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '0'}","{'h': '1.9617', 'a': '0.710778'}",2020-11-22 16:30:00,"{'w': '0.6937', 'd': '0.2006', 'l': '0.1057'}"
85,14519,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '3', 'a': '0'}","{'h': '3.77245', 'a': '1.98397'}",2020-11-22 19:15:00,"{'w': '0.7591', 'd': '0.1383', 'l': '0.1026'}"
86,14516,True,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '1', 'a': '0'}","{'h': '1.75343', 'a': '1.28331'}",2020-11-23 17:30:00,"{'w': '0.4942', 'd': '0.2612', 'l': '0.2446'}"
